종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"026150","특수건설","KOSDAQ","건설","12200","-100","-0.81","208933857200"
"322180","티라유텍","KOSDAQ","소프트웨어","12650","-300","-2.32","69084812500"
"117730","티로보틱스","KOSDAQ","기계·장비","7930","-40","-0.50","109807209590"
"033830","티비씨","KOSDAQ","방송서비스","1720","110","6.83","172000000000"
"057680","티사이언티픽","KOSDAQ","디지털컨텐츠","3220","-10","-0.31","151353578740"
"064760","티씨케이","KOSDAQ","반도체","170100","-4900","-2.80","1985917500000"
"246710","티앤알바이오팹","KOSDAQ","제약","74000","2000","2.78","626926150000"
"340570","티앤엘","KOSDAQ","제약","51400","-100","-0.19","417779200000"
"277880","티에스아이","KOSDAQ","기계·장비","9130","-10","-0.11","169217519900"
"131290","티에스이","KOSDAQ","반도체","73200","4800","7.02","809696602800"
"356860","티엘비","KOSDAQ","일반전기전자","43500","500","1.16","213859702500"
"062860","티엘아이","KOSDAQ","반도체","7390","-200","-2.64","72959400800"
"321550","티움바이오","KOSDAQ","기타서비스","21600","1200","5.88","514553601600"
"104480","티케이케미칼","KOSDAQ","화학","6680","10","0.15","607181499120"
"081150","티플랙스","KOSDAQ","금속","4060","65","1.63","98529712120"
"130740","티피씨글로벌","KOSDAQ","운송장비·부품","4990","140","2.89","56270628210"
"084730","팅크웨어","KOSDAQ","통신장비","15350","100","0.66","160034218700"
"046210","파나진","KOSDAQ","의료·정밀기기","4815","-100","-2.03","154738017900"
"034230","파라다이스","KOSDAQ","오락·문화","17450","350","2.05","1586949626400"
"033540","파라텍","KOSDAQ","기계·장비","3070","-15","-0.49","130349820750"
"043200","파루","KOSDAQ","IT부품","1175","30","2.62","45572900225"
"214450","파마리서치","KOSDAQ","제약","98500","1300","1.34","996025105000"
"208340","파멥신","KOSDAQ","제약","9320","-160","-1.69","191461030280"
"177830","파버나인","KOSDAQ","일반전기전자","5520","-30","-0.54","78376846080"
"037070","파세코","KOSDAQ","일반전기전자","18750","-400","-2.09","262500000000"
"150900","파수","KOSDAQ","소프트웨어","7140","-20","-0.28","79633084020"
"037030","파워넷","KOSDAQ","일반전기전자","5010","15","0.30","82668476940"
"047310","파워로직스","KOSDAQ","IT부품","9200","-140","-1.50","316673034400"
"170790","파이오링크","KOSDAQ","통신장비","17450","-450","-2.51","119642958500"
"049120","파인디앤씨","KOSDAQ","IT부품","2665","0","0.00","70249250760"
"038950","파인디지털","KOSDAQ","통신장비","6610","0","0.00","67493156650"
"106240","파인테크닉스","KOSDAQ","IT부품","13350","200","1.52","603318126150"
"131760","파인텍","KOSDAQ","IT부품","1760","-45","-2.49","75551155680"
"065690","파커스","KOSDAQ","IT부품","3330","-5","-0.15","46784272230"
"140860","파크시스템스","KOSDAQ","의료·정밀기기","127900","5000","4.07","855223174500"
"091700","파트론","KOSDAQ","IT부품","10150","0","0.00","549687561500"
"032800","판타지오","KOSDAQ","오락·문화","114","2","1.79","73736187240"
"318010","팜스빌","KOSDAQ","음식료·담배","12150","50","0.41","96341456700"
"027710","팜스토리","KOSDAQ","음식료·담배","2100","-15","-0.71","233974860000"
"225590","패션플랫폼","KOSDAQ","섬유·의류","1785","-30","-1.65","47546532705"
"054300","팬스타엔터프라이즈","KOSDAQ","기계·장비","956","5","0.53","51418967636"
"068050","팬엔터테인먼트","KOSDAQ","오락·문화","5620","-100","-1.75","153133658840"
"222110","팬젠","KOSDAQ","제약","9420","260","2.84","100506972600"
"263750","펄어비스","KOSDAQ","디지털컨텐츠","87500","-2000","-2.23","5794381250000"
"251970","펌텍코리아","KOSDAQ","화학","27250","1000","3.81","337900000000"
"087010","펩트론","KOSDAQ","제약","12700","450","3.67","261961033100"
"119500","포메탈","KOSDAQ","금속","4635","55","1.20","54911920320"
"022100","포스코 ICT","KOSDAQ","기타서비스","7280","-70","-0.95","1106812827120"
"009520","포스코엠텍","KOSDAQ","금속","8180","60","0.74","340637310540"
"189690","포시에스","KOSDAQ","소프트웨어","8030","-160","-1.95","69649337230"
"318020","포인트모바일","KOSDAQ","일반전기전자","24150","-550","-2.23","305793868800"
"256630","포인트엔지니어링","KOSDAQ","금속","3870","-40","-1.02","222455134890"
"141020","포티스","KOSDAQ","유통","108","0","0.00","18839533608"
"041020","폴라리스오피스","KOSDAQ","소프트웨어","2045","185","9.95","78602329615"
"114630","폴라리스우노","KOSDAQ","화학","5210","-60","-1.14","70720357650"
"123010","폴라리스웍스","KOSDAQ","반도체","1675","-25","-1.47","95482006525"
"290720","푸드나무","KOSDAQ","유통","42250","-450","-1.05","287554936500"
"005670","푸드웰","KOSDAQ","음식료·담배","8740","60","0.69","87400000000"
"094940","푸른기술","KOSDAQ","정보기기","12500","-50","-0.40","104517325000"
"007330","푸른저축은행","KOSDAQ","금융","14200","50","0.35","214175760000"
"093380","풍강","KOSDAQ","금속","5110","10","0.20","50483289430"
"023900","풍국주정","KOSDAQ","음식료·담배","18300","-200","-1.08","230580000000"
"214270","퓨쳐스트림네트웍스","KOSDAQ","출판·매체복제","1100","-5","-0.45","143625408300"
"220100","퓨쳐켐","KOSDAQ","제약","20500","800","4.06","279742405500"
"035200","프럼파스트","KOSDAQ","화학","7690","400","5.49","74828237100"
"334970","프레스티지바이오로직스","KOSDAQ","제약","16850","2450","17.01","795427654650"
"203690","프로스테믹스","KOSDAQ","제약","3240","-65","-1.97","148252511520"
"053610","프로텍","KOSDAQ","반도체","29450","-350","-1.17","323950000000"
"335810","프리시젼바이오","KOSDAQ","의료·정밀기기","16900","-250","-1.46","191292114000"
"053160","프리엠스","KOSDAQ","일반전기전자","21800","100","0.46","130800000000"
"367000","플래티어","KOSDAQ","소프트웨어","30350","-550","-1.78","250985607450"
"075130","플랜티넷","KOSDAQ","컴퓨터서비스","11450","100","0.88","102592000000"
"237820","플레이디","KOSDAQ","기타서비스","8960","10","0.11","114931174400"
"023770","플레이위드","KOSDAQ","디지털컨텐츠","10800","50","0.47","93998113200"
"300080","플리토","KOSDAQ","디지털컨텐츠","21200","700","3.41","110447993200"
"032580","피델릭스","KOSDAQ","반도체","1470","35","2.44","48704134080"
"051380","피씨디렉트","KOSDAQ","유통","12050","-200","-1.63","92405858800"
"241820","피씨엘","KOSDAQ","제약","48250","-300","-0.62","486813405250"
"237750","피앤씨테크","KOSDAQ","일반전기전자","8720","180","2.11","56650352000"
"024850","피에스엠씨","KOSDAQ","반도체","1750","30","1.74","71003845500"
"319660","피에스케이","KOSDAQ","반도체","38650","-500","-1.28","570668023000"
"031980","피에스케이홀딩스","KOSDAQ","반도체","12800","-150","-1.16","275998656000"
"002230","피에스텍","KOSDAQ","의료·정밀기기","5390","10","0.19","106017219770"
"057880","피에이치씨","KOSDAQ","유통","1845","-50","-2.64","149089606875"
"043370","피에이치에이","KOSDAQ","운송장비·부품","10750","-50","-0.46","225750000000"
"239890","피엔에이치테크","KOSDAQ","화학","38300","-200","-0.52","172963412800"
"347740","피엔케이피부임상연구센타","KOSDAQ","기타서비스","23700","0","0.00","177812662800"
"137400","피엔티","KOSDAQ","기계·장비","26350","-350","-1.31","599230567300"
"128660","피제이메탈","KOSDAQ","금속","5190","685","15.21","128729485110"
"006140","피제이전자","KOSDAQ","의료·정밀기기","10050","450","4.69","150750000000"
"304840","피플바이오","KOSDAQ","제약","20350","-50","-0.25","228834529000"
"062970","피피아이","KOSDAQ","일반전기전자","5540","0","0.00","51567344900"
"087600","픽셀플러스","KOSDAQ","반도체","8630","-240","-2.71","70477395540"
"161580","필옵틱스","KOSDAQ","IT부품","11200","100","0.90","231823256000"
"347770","핌스","KOSDAQ","IT부품","27950","-650","-2.27","209844994450"
"163730","핑거","KOSDAQ","소프트웨어","20200","-200","-0.98","186628082800"
"332710","하나금융14호스팩","KOSDAQ","금융","2240","-25","-1.10","9878400000"
"341160","하나금융15호스팩","KOSDAQ","금융","2250","0","0.00","10597500000"
"343510","하나금융16호스팩","KOSDAQ","금융","2290","5","0.22","9182900000"
"363260","하나금융17호스팩","KOSDAQ","금융","2850","-20","-0.70","19408500000"
"299030","하나기술","KOSDAQ","기계·장비","63700","-1200","-1.85","472959887400"
"067310","하나마이크론","KOSDAQ","반도체","18350","400","2.23","586005029650"
"372290","하나머스트7호스팩","KOSDAQ","금융","2490","55","2.26","10716960000"
"166090","하나머티리얼즈","KOSDAQ","반도체","48800","-500","-1.01","962856891200"
"136480","하림","KOSDAQ","음식료·담배","3045","-25","-0.81","323408542590"
"003380","하림지주","KOSDAQ","금융","10300","-150","-1.44","951120746000"
"149980","하이로닉","KOSDAQ","의료·정밀기기","5690","-70","-1.22","80228971550"
"013030","하이록코리아","KOSDAQ","금속","17050","0","0.00","232105605600"
"126700","하이비젼시스템","KOSDAQ","의료·정밀기기","17000","0","0.00","254015904000"
"106080","하이소닉","KOSDAQ","IT부품","3110","0","0.00","67129875590"
"340120","하이제5호스팩","KOSDAQ","금융","2210","-10","-0.45","11094200000"
"377400","하이제6호스팩","KOSDAQ","금융","2375","-15","-0.63","12842812500"
"221840","하이즈항공","KOSDAQ","운송장비·부품","5750","-30","-0.52","101752960250"
"106190","하이텍팜","KOSDAQ","유통","17300","350","2.06","122635928600"
"066130","하츠","KOSDAQ","일반전기전자","11650","500","4.48","149120000000"
"368770","한국9호스팩","KOSDAQ","금융","2460","0","0.00","11832600000"
"004590","한국가구","KOSDAQ","유통","6600","-70","-1.05","99000000000"
"039340","한국경제TV","KOSDAQ","방송서비스","7540","0","0.00","173420000000"
"034950","한국기업평가","KOSDAQ","기타서비스","83300","500","0.60","378224816200"
"222980","한국맥널티","KOSDAQ","음식료·담배","7700","10","0.13","81117921500"
"318000","한국바이오젠","KOSDAQ","화학","8620","-40","-0.46","70484231500"
"256840","한국비엔씨","KOSDAQ","제약","42150","6300","17.57","2172058457400"
"025550","한국선재","KOSDAQ","금속","9290","350","3.91","227811739660"
"017890","한국알콜","KOSDAQ","화학","13250","0","0.00","286276320000"
"080720","한국유니온제약","KOSDAQ","제약","12950","150","1.17","102353277600"
"063570","한국전자금융","KOSDAQ","기타서비스","6360","-20","-0.31","217179550080"
"041460","한국전자인증","KOSDAQ","소프트웨어","11200","-300","-2.61","240343588800"
"101680","한국정밀기계","KOSDAQ","기계·장비","1440","0","0.00","12101760000"
"039740","한국정보공학","KOSDAQ","유통","6110","200","3.38","48992405670"
"053300","한국정보인증","KOSDAQ","소프트웨어","7320","-70","-0.95","228127800000"
"025770","한국정보통신","KOSDAQ","통신서비스","9050","-190","-2.06","338870652550"
"310870","한국제8호스팩","KOSDAQ","금융","3435","-320","-8.52","11747700000"
"023760","한국캐피탈","KOSDAQ","금융","915","-2","-0.22","288782762040"
"054040","한국컴퓨터","KOSDAQ","IT부품","4600","45","0.99","73927934000"
"050540","한국코퍼레이션","KOSDAQ","기타서비스","282","0","0.00","14434337226"
"021650","한국큐빅","KOSDAQ","화학","5160","-70","-1.34","84368905080"
"053590","한국테크놀로지","KOSDAQ","운송장비·부품","1210","-20","-1.63","149988964620"
"032300","한국파마","KOSDAQ","제약","83000","5300","6.82","905256183000"
"037230","한국팩키지","KOSDAQ","종이·목재","4930","40","0.82","123250000000"
"030520","한글과컴퓨터","KOSDAQ","소프트웨어","23550","500","2.17","586708003050"
"052600","한네트","KOSDAQ","통신서비스","8230","10","0.12","95169251000"
"256150","한독크린텍","KOSDAQ","기계·장비","14600","300","2.10","122537800000"
"092460","한라IMS","KOSDAQ","운송장비·부품","8500","60","0.71","99832313000"
"047080","한빛소프트","KOSDAQ","디지털컨텐츠","5800","-100","-1.69","143723048800"
"070590","한솔인티큐브","KOSDAQ","컴퓨터서비스","2825","-15","-0.53","39209646825"
"226440","한송네오텍","KOSDAQ","기계·장비","1710","-15","-0.87","97823799000"
"042520","한스바이오메드","KOSDAQ","제약","16100","400","2.55","162657994100"
"078350","한양디지텍","KOSDAQ","반도체","8420","-20","-0.24","128357696440"
"045100","한양이엔지","KOSDAQ","기타서비스","16350","-50","-0.30","294300000000"
"046110","한일네트웍스","KOSDAQ","컴퓨터서비스","6180","-100","-1.59","73877122860"
"024740","한일단조","KOSDAQ","운송장비·부품","3380","140","4.32","101032688640"
"005860","한일사료","KOSDAQ","음식료·담배","2075","0","0.00","81762646375"
"123840","한일진공","KOSDAQ","기계·장비","1070","-5","-0.47","83787395390"
"007770","한일화학","KOSDAQ","화학","15900","150","0.95","55809000000"
"079170","한창산업","KOSDAQ","금속","10500","0","0.00","54600000000"
"086960","한컴MDS","KOSDAQ","소프트웨어","21850","200","0.92","193342084800"
"054920","한컴위드","KOSDAQ","소프트웨어","10350","920","9.76","292046788350"
"002680","한탑","KOSDAQ","음식료·담배","1585","0","0.00","44807930980"
"066110","한프","KOSDAQ","정보기기","1130","0","0.00","86834027360"
"317320","한화에스비아이스팩","KOSDAQ","금융","4935","-50","-1.00","21516600000"
"340440","한화플러스제1호스팩","KOSDAQ","금융","3180","30","0.95","14977800000"
"386580","한화플러스제2호스팩","KOSDAQ","금융","4150","-75","-1.78","17264000000"
"034810","해성산업","KOSDAQ","금융","16000","200","1.27","421700768000"
"076610","해성옵틱스","KOSDAQ","IT부품","951","19","2.04","77620381299"
"059270","해성티피씨","KOSDAQ","금속","16100","-300","-1.83","74543000000"
"220180","핸디소프트","KOSDAQ","소프트웨어","4090","10","0.25","79378720000"
"900270","헝셩그룹","KOSDAQ","금융","565","10","1.80","45200000000"
"084990","헬릭스미스","KOSDAQ","기타서비스","26600","-350","-1.30","911467992400"
"170030","현대공업","KOSDAQ","운송장비·부품","7970","-40","-0.50","122259800000"
"319400","현대무벡스","KOSDAQ","기계·장비","4505","-10","-0.22","458259069620"
"048410","현대바이오","KOSDAQ","화학","30350","-350","-1.14","1110211406950"
"052260","현대바이오랜드","KOSDAQ","화학","20200","50","0.25","303000000000"
"016790","현대사료","KOSDAQ","음식료·담배","15850","100","0.63","97485203100"
"041440","현대에버다임","KOSDAQ","기계·장비","6750","-160","-2.32","120932622000"
"039010","현대에이치티","KOSDAQ","통신장비","9530","0","0.00","82196250000"
"090850","현대이지웰","KOSDAQ","기타서비스","11250","-250","-2.17","267146561250"
"092300","현우산업","KOSDAQ","IT부품","5200","40","0.78","80469365600"
"053660","현진소재","KOSDAQ","금속","400","0","0.00","21280401200"
"138360","협진","KOSDAQ","화학","4480","0","0.00","155061688320"
"011080","형지I&C","KOSDAQ","섬유·의류","1550","15","0.98","60381285400"
"060560","홈센타홀딩스","KOSDAQ","유통","1845","295","19.03","235550273625"
"064240","홈캐스트","KOSDAQ","통신장비","3525","0","0.00","116659014900"
"039610","화성밸브","KOSDAQ","기계·장비","6930","250","3.74","72144072000"
"126640","화신정공","KOSDAQ","운송장비·부품","2115","40","1.93","76930771005"
"061250","화일약품","KOSDAQ","제약","3490","-35","-0.99","229061099970"
"097870","효성오앤비","KOSDAQ","화학","9980","-170","-1.67","84730200000"
"050090","휘닉스소재","KOSDAQ","IT부품","1110","30","2.78","87844225620"
"290270","휴네시온","KOSDAQ","소프트웨어","6680","-20","-0.30","64179248960"
"353190","휴럼","KOSDAQ","음식료·담배","2205","5","0.23","80351126100"
"090710","휴림로봇","KOSDAQ","기계·장비","982","-10","-1.01","123093608674"
"205470","휴마시스","KOSDAQ","제약","15800","-450","-2.77","540736277000"
"115160","휴맥스","KOSDAQ","통신장비","5420","-160","-2.87","229494995000"
"028080","휴맥스홀딩스","KOSDAQ","금융","8580","830","10.71","107915001480"
"032860","휴먼엔","KOSDAQ","기타서비스","6190","0","0.00","111026111730"
"200670","휴메딕스","KOSDAQ","제약","36950","2350","6.79","368435618300"
"065510","휴비츠","KOSDAQ","의료·정밀기기","9360","10","0.11","111223672560"
"215090","휴센텍","KOSDAQ","의료·정밀기기","2620","55","2.14","210281585140"
"243070","휴온스","KOSDAQ","제약","60100","1700","2.91","652666227100"
"084110","휴온스글로벌","KOSDAQ","제약","72500","2200","3.13","872195952500"
"263920","휴온스블러썸","KOSDAQ","기타제조","4555","0","0.00","223400585370"
"145020","휴젤","KOSDAQ","제약","198900","-2700","-1.34","2483356999500"
"024060","흥구석유","KOSDAQ","유통","7420","-30","-0.40","111300000000"
"010240","흥국","KOSDAQ","기계·장비","9820","380","4.03","121008874720"
"189980","흥국에프엔비","KOSDAQ","음식료·담배","3640","40","1.11","139729142280"
"037440","희림","KOSDAQ","기타서비스","6520","-10","-0.15","90774537000"
"238490","힘스","KOSDAQ","반도체","10200","-150","-1.45","115384807200"
